CustomerID,CustomerHealthScore,CustomerHealthScore_Heuristic,HealthBand,CustomerActivityScore,CustomerEngagementScore,RiskCategory
16936,59.9,40.31,Moderate,38.47,32.98,Medium
15863,21.38,31.86,High Risk,29.01,52.59,Critical
14353,61.66,42.95,Healthy,39.47,40.4,Medium
14537,10.76,14.95,Critical,16.26,32.98,Critical
13207,56.68,35.07,Moderate,32.57,34.02,Medium
14402,9.71,13.72,Critical,15.18,32.98,Critical
16343,55.54,33.47,Moderate,32.46,32.98,Medium
16890,25.29,39.16,High Risk,35.36,55.3,Critical
12487,8.48,11.69,Critical,13.39,32.98,Critical
13308,11.22,16.08,Critical,17.22,32.98,Critical
15354,20.43,32.29,High Risk,29.34,58.18,Critical
15280,21.24,32.15,High Risk,29.99,39.82,Critical
13616,18.52,27.87,Critical,26.24,36.04,Critical
16078,9.3,13.05,Critical,14.56,32.98,Critical
15662,16.32,23.7,Critical,22.58,40.38,Critical
17408,21.17,31.47,High Risk,29.38,47.46,Critical
15184,65.41,49.68,Healthy,45.3,31.93,Low
13909,59.44,39.77,Moderate,36.63,38.12,Medium
15936,67.91,53.46,Healthy,48.6,32.74,Low
13511,9.13,12.81,Critical,14.32,32.98,Critical
16442,17.51,25.99,Critical,24.56,36.04,Critical
12771,14.88,21.94,Critical,22.31,32.98,Critical
13326,51.75,27.42,Moderate,27.09,32.98,Medium
13679,24.81,38.0,High Risk,34.28,45.37,Critical
15022,9.08,12.74,Critical,14.24,32.98,Critical
15772,53.78,30.62,Moderate,29.89,32.98,Medium
14433,15.73,23.32,Critical,23.49,32.98,Critical
15244,9.35,13.15,Critical,14.59,32.98,Critical
13034,71.06,58.11,Healthy,52.63,45.89,Low
14645,10.0,14.2,Critical,15.5,32.98,Critical
13283,18.65,27.83,Critical,26.14,40.95,Critical
14183,61.16,42.53,Healthy,38.99,41.33,Medium
14303,62.19,43.69,Healthy,40.0,46.32,Medium
12717,11.37,16.38,Critical,17.39,32.98,Critical
15338,9.06,12.69,Critical,14.16,32.98,Critical
15006,50.03,24.38,Moderate,24.38,32.98,Medium
13428,20.7,30.6,High Risk,28.53,60.22,Critical
12538,61.77,43.67,Healthy,41.25,32.98,Medium
15368,57.99,36.7,Moderate,35.15,32.98,Medium
13135,14.58,21.57,Critical,21.91,32.98,Critical
13399,25.89,39.87,High Risk,35.85,56.76,Critical
15473,50.6,25.44,Moderate,25.29,32.98,Medium
15857,52.0,27.86,Moderate,27.4,32.98,Medium
17072,10.22,14.61,Critical,15.8,32.98,Critical
17355,59.39,39.65,Moderate,37.71,32.98,Medium
13861,58.75,38.43,Moderate,35.35,37.82,Medium
17292,21.89,33.08,High Risk,30.66,37.3,Critical
13487,20.48,31.02,High Risk,28.85,32.57,Critical
17785,56.97,35.56,Moderate,32.82,36.23,Medium
15943,16.55,23.9,Critical,22.62,46.22,Critical
18053,20.54,30.07,High Risk,28.01,52.27,Critical
14581,12.83,18.62,Critical,19.28,32.98,Critical
18238,13.72,20.13,Critical,20.59,32.98,Critical
14981,52.89,29.27,Moderate,28.59,32.98,Medium
15361,24.04,36.19,High Risk,32.58,61.67,Critical
14647,13.49,19.74,Critical,20.24,32.98,Critical
18267,9.09,12.77,Critical,14.14,32.98,Critical
15964,9.25,13.07,Critical,14.4,32.98,Critical
17264,52.76,28.96,Moderate,28.3,32.98,Medium
12751,50.46,25.36,Moderate,25.14,32.98,Medium
18254,11.5,16.64,Critical,17.51,32.98,Critical
12790,54.85,32.33,Moderate,31.23,32.98,Medium
15689,10.84,15.05,Critical,16.12,32.98,Critical
17433,59.6,40.02,Moderate,37.96,32.98,Medium
15124,21.57,32.7,High Risk,30.25,33.55,Critical
13695,11.59,16.84,Critical,17.67,32.98,Critical
14392,51.66,27.21,Moderate,26.74,32.98,Medium
15246,12.26,17.89,Critical,18.58,32.98,Critical
14472,8.69,12.11,Critical,13.51,32.98,Critical
13277,71.2,58.71,Healthy,52.22,45.14,Low
12974,11.96,17.37,Critical,18.11,32.98,Critical
13974,11.46,16.51,Critical,17.35,32.98,Critical
17187,13.33,19.58,Critical,20.03,32.98,Critical
12651,72.33,60.03,Healthy,53.36,56.91,Low
16334,14.45,21.32,Critical,21.55,32.98,Critical
13128,9.94,14.14,Critical,15.26,32.98,Critical
16089,65.57,49.84,Healthy,45.21,36.04,Low
12892,56.89,35.63,Moderate,34.05,32.98,Medium
17808,24.98,38.97,High Risk,34.39,68.51,Critical
13331,56.1,34.36,Moderate,32.94,32.98,Medium
16932,59.22,39.48,Moderate,36.12,34.62,Medium
14462,51.63,27.14,Moderate,26.62,32.98,Medium
14494,62.61,44.68,Healthy,40.67,35.59,Medium
17964,63.57,46.47,Healthy,43.52,32.98,Medium
17910,8.34,11.5,Critical,12.91,32.98,Critical
12655,52.82,29.12,Moderate,28.33,32.98,Medium
12991,58.49,38.16,Moderate,36.24,32.98,Medium
15888,62.52,45.0,Healthy,40.92,35.89,Medium
13835,23.73,36.4,High Risk,32.62,50.99,Critical
17375,51.78,27.36,Moderate,26.77,32.98,Medium
17705,22.48,34.37,High Risk,31.61,39.75,Critical
16413,62.35,44.46,Healthy,41.73,32.98,Medium
16733,13.14,19.21,Critical,19.63,32.98,Critical
17558,57.71,36.94,Moderate,35.14,32.98,Medium
15536,54.9,32.5,Moderate,31.25,32.98,Medium
14704,59.14,39.12,Moderate,35.75,33.02,Medium
17256,24.8,38.28,High Risk,34.24,51.57,Critical
12386,65.38,49.44,Healthy,46.06,32.98,Low
12942,65.95,50.3,Healthy,46.81,32.98,Low
14526,58.43,38.1,Moderate,36.13,32.98,Medium
13683,15.96,23.72,Critical,23.54,32.98,Critical
16502,15.94,24.97,Critical,23.34,56.59,Critical
13307,21.11,31.79,High Risk,29.3,41.16,Critical
15404,62.4,44.41,Healthy,41.63,32.98,Medium
14463,14.16,20.81,Critical,20.98,32.98,Critical
14876,20.22,29.97,High Risk,27.7,48.46,Critical
14274,8.62,12.01,Critical,13.27,32.98,Critical
16988,61.2,42.7,Healthy,40.13,32.98,Medium
13825,17.04,24.88,Critical,23.23,37.2,Critical
16911,16.62,24.13,Critical,22.58,46.46,Critical
16921,57.04,35.8,Moderate,32.78,34.13,Medium
14594,63.19,45.65,Healthy,42.69,32.98,Medium
12746,12.78,18.63,Critical,19.04,32.98,Critical
17626,10.74,15.34,Critical,16.16,32.98,Critical
16845,10.28,14.71,Critical,15.6,32.98,Critical
13250,22.21,33.74,High Risk,30.96,38.3,Critical
17992,58.38,38.02,Moderate,35.99,32.98,Medium
13251,55.82,33.92,Moderate,32.4,32.98,Medium
16908,8.37,11.6,Critical,12.86,32.98,Critical
16074,58.11,37.61,Moderate,35.62,32.98,Medium
12948,15.71,21.51,Critical,20.23,47.91,Critical
17210,57.84,37.21,Moderate,35.26,32.98,Medium
16453,19.88,29.32,Critical,27.06,47.15,Critical
14166,20.44,30.67,High Risk,28.24,36.12,Critical
18266,51.36,26.72,Moderate,26.07,32.98,Medium
16962,54.85,32.35,Moderate,30.99,32.98,Medium
14470,51.8,27.47,Moderate,26.72,32.98,Medium
12665,59.94,40.78,Moderate,37.07,32.31,Medium
17376,61.94,43.75,Healthy,39.66,36.58,Medium
15231,10.14,14.44,Critical,15.31,32.98,Critical
16893,71.87,59.62,Healthy,53.55,47.75,Low
14342,58.39,37.25,Moderate,33.96,48.6,Medium
12638,9.62,13.61,Critical,14.57,32.98,Critical
16773,57.4,36.58,Moderate,33.37,32.06,Medium
13309,57.79,37.15,Moderate,35.16,32.98,Medium
12563,54.96,32.63,Moderate,31.19,32.98,Medium
15918,9.8,13.86,Critical,14.77,32.98,Critical
16201,53.97,30.87,Moderate,29.66,32.98,Medium
16381,63.58,46.1,Healthy,41.68,46.7,Medium
15293,9.04,12.67,Critical,13.71,32.98,Critical
15540,62.28,44.23,Healthy,41.33,32.98,Medium
14654,7.71,10.55,Critical,11.86,32.98,Critical
15697,8.48,11.76,Critical,12.91,32.98,Critical
13943,11.42,16.48,Critical,17.03,32.98,Critical
15378,22.08,33.51,High Risk,30.64,38.6,Critical
15495,61.06,42.53,Healthy,39.82,32.98,Medium
18153,9.14,12.82,Critical,13.82,32.98,Critical
14325,11.59,16.83,Critical,17.33,32.98,Critical
14281,54.97,32.56,Moderate,31.09,32.98,Medium
15884,57.8,37.17,Moderate,33.82,35.65,Medium
15864,60.58,41.19,Healthy,38.63,32.98,Medium
18002,74.91,64.9,Healthy,56.78,54.71,Low
14694,10.24,14.63,Critical,15.38,32.98,Critical
17925,63.68,46.14,Healthy,42.95,32.98,Medium
13676,19.29,28.85,Critical,26.52,43.66,Critical
14079,8.59,11.93,Critical,13.01,32.98,Critical
13584,20.63,30.99,High Risk,28.38,37.1,Critical
17009,12.11,17.64,Critical,18.0,32.98,Critical
13445,9.88,13.99,Critical,14.79,32.98,Critical
13582,64.26,48.16,Healthy,43.4,32.6,Medium
14774,12.98,18.98,Critical,19.15,32.98,Critical
12413,55.71,33.72,Moderate,32.04,32.98,Medium
14052,58.0,37.41,Moderate,35.27,32.98,Medium
16508,9.74,13.79,Critical,14.6,32.98,Critical
13674,51.36,26.76,Moderate,25.94,32.98,Medium
15336,55.83,33.96,Moderate,32.24,32.98,Medium
18278,55.34,33.23,Moderate,31.6,32.98,Medium
14962,22.89,34.98,High Risk,31.06,60.13,Critical
15931,51.97,27.77,Moderate,26.81,32.98,Medium
15262,67.09,52.05,Healthy,46.76,37.3,Low
13789,58.47,38.16,Moderate,35.9,32.98,Medium
12663,16.69,24.43,Critical,22.59,44.48,Critical
17981,54.51,31.82,Moderate,30.34,32.98,Medium
13275,65.8,50.36,Healthy,45.26,32.32,Low
15597,11.43,16.52,Critical,16.94,32.98,Critical
16280,8.14,11.15,Critical,12.24,32.98,Critical
17286,62.92,44.59,Healthy,40.2,60.22,Medium
14982,11.46,16.58,Critical,16.99,32.98,Critical
17309,66.4,51.4,Healthy,46.16,32.1,Low
16136,8.94,12.5,Critical,13.41,32.98,Critical
17371,20.28,30.66,High Risk,27.22,55.07,Critical
16892,18.46,27.76,Critical,25.45,33.48,Critical
13088,53.38,30.19,Moderate,28.87,32.98,Medium
12831,21.98,33.16,High Risk,30.17,56.59,Critical
17093,10.78,15.48,Critical,15.99,32.98,Critical
17872,60.31,41.03,Healthy,38.34,32.98,Medium
16046,11.76,17.04,Critical,17.35,32.98,Critical
14716,50.12,24.76,Moderate,24.1,32.98,Medium
16602,58.42,38.08,Moderate,35.75,32.98,Medium
12392,10.86,15.56,Critical,16.04,32.98,Critical
13114,7.92,10.84,Critical,11.91,32.98,Critical
16885,59.22,39.42,Moderate,36.92,32.98,Medium
13009,8.73,12.14,Critical,13.04,32.98,Critical
12728,59.53,39.93,Moderate,37.35,32.98,Medium
13672,7.87,10.83,Critical,11.88,32.98,Critical
14153,14.41,21.24,Critical,20.99,32.98,Critical
15294,54.44,31.71,Moderate,30.14,32.98,Medium
13129,55.75,34.07,Moderate,30.92,34.0,Medium
16024,60.84,41.75,Healthy,37.63,56.59,Medium
17055,50.01,24.52,Moderate,23.84,32.98,Medium
13608,12.5,18.22,Critical,18.32,32.98,Critical
16408,10.8,15.5,Critical,15.94,32.98,Critical
17151,7.65,10.49,Critical,11.55,32.98,Critical
17136,8.89,12.44,Critical,13.25,32.98,Critical
16006,58.58,38.46,Moderate,36.02,32.98,Medium
17374,56.72,35.45,Moderate,33.38,32.98,Medium
18279,13.16,19.32,Critical,19.27,32.98,Critical
15487,8.51,11.83,Critical,12.71,32.98,Critical
14082,57.55,36.81,Moderate,34.56,32.98,Medium
16321,16.47,24.09,Critical,22.13,36.89,Critical
14997,9.03,12.63,Critical,13.39,32.98,Critical
17007,50.59,25.61,Moderate,24.75,32.98,Medium
18197,11.46,16.35,Critical,16.64,32.98,Critical
13177,51.55,27.06,Moderate,26.01,32.98,Medium
14017,11.4,16.45,Critical,16.72,32.98,Critical
17185,21.28,31.97,High Risk,28.23,59.42,Critical
17743,49.84,24.15,Moderate,23.45,32.98,Medium
15273,10.39,14.92,Critical,15.37,32.98,Critical
14684,57.84,37.15,Moderate,34.81,32.98,Medium
17066,7.9,10.87,Critical,11.82,32.98,Critical
13416,7.61,10.34,Critical,11.35,32.98,Critical
14458,60.6,41.47,Healthy,38.58,32.98,Medium
16760,51.51,27.02,Moderate,25.94,32.98,Medium
17111,52.14,27.97,Moderate,26.77,32.98,Medium
15566,63.67,47.07,Healthy,42.18,31.96,Medium
14363,62.11,43.76,Healthy,39.28,43.76,Medium
17868,58.78,38.81,Moderate,36.23,32.98,Medium
16740,56.69,35.35,Moderate,33.2,32.98,Medium
15451,57.44,36.58,Moderate,32.98,33.86,Medium
14718,54.35,31.55,Moderate,29.87,32.98,Medium
15659,65.05,49.13,Healthy,43.96,32.23,Low
17993,10.05,14.27,Critical,14.74,32.98,Critical
14487,71.11,57.79,Healthy,51.53,47.67,Low
14069,19.91,29.68,Critical,26.93,44.14,Critical
17915,11.92,17.29,Critical,17.37,32.98,Critical
16824,57.24,36.28,Moderate,33.99,32.98,Medium
17181,68.5,55.41,Healthy,49.43,36.31,Low
16622,12.24,17.81,Critical,17.82,32.98,Critical
14475,54.64,32.15,Moderate,30.36,32.98,Medium
15304,71.07,57.76,Healthy,51.47,46.85,Low
13619,18.77,28.08,Critical,25.5,35.65,Critical
17472,9.57,13.49,Critical,14.02,32.98,Critical
16346,59.05,39.19,Moderate,36.5,32.98,Medium
12914,55.8,33.94,Moderate,31.9,32.98,Medium
14928,9.56,13.53,Critical,14.04,32.98,Critical
16562,14.57,21.52,Critical,21.03,32.98,Critical
17967,70.1,56.61,Healthy,50.44,44.35,Low
15423,17.76,26.11,Critical,23.74,44.98,Critical
13548,14.73,21.91,Critical,21.36,32.98,Critical
18131,9.47,13.33,Critical,13.85,32.98,Critical
13080,65.79,50.1,Healthy,43.95,49.22,Low
18048,13.82,20.41,Critical,20.03,32.98,Critical
12887,59.37,39.65,Moderate,36.87,32.98,Medium
14596,9.57,13.55,Critical,14.02,32.98,Critical
16399,58.04,37.38,Moderate,34.87,32.98,Medium
12348,50.31,25.16,Moderate,24.17,32.98,Medium
15788,13.32,19.6,Critical,19.3,32.98,Critical
14497,8.52,11.81,Critical,12.49,32.98,Critical
14445,15.46,23.25,Critical,22.49,32.98,Critical
17261,13.26,19.52,Critical,19.22,32.98,Critical
17087,7.45,10.07,Critical,10.95,32.98,Critical
13955,61.94,43.67,Healthy,40.35,32.98,Medium
16776,53.49,30.29,Moderate,28.64,32.98,Medium
13519,50.1,24.75,Moderate,23.78,32.98,Medium
15277,52.0,27.78,Moderate,26.43,32.98,Medium
18132,13.41,19.73,Critical,19.38,32.98,Critical
13454,9.18,12.89,Critical,13.4,32.98,Critical
14074,9.68,13.72,Critical,14.12,32.98,Critical
12799,12.61,18.39,Critical,18.2,32.98,Critical
15086,18.37,26.85,Critical,24.3,46.07,Critical
16832,58.64,37.63,Moderate,33.74,49.74,Medium
15675,55.1,32.75,Moderate,30.75,32.98,Medium
15591,21.65,32.11,High Risk,28.12,56.48,Critical
16035,11.64,16.81,Critical,16.79,32.98,Critical
13721,56.58,35.13,Moderate,32.82,32.98,Medium
13423,51.67,27.27,Moderate,25.94,32.98,Medium
15401,55.54,33.71,Moderate,30.27,36.64,Medium
15987,70.74,57.58,Healthy,51.16,47.67,Low
18021,20.01,29.77,High Risk,26.82,48.12,Critical
17902,12.08,17.48,Critical,17.36,32.98,Critical
16440,13.75,20.27,Critical,19.8,32.98,Critical
14376,8.12,11.28,Critical,11.92,32.98,Critical
14635,49.25,23.23,Moderate,22.37,32.98,Medium
18007,57.34,36.46,Moderate,33.95,32.98,Medium
14106,7.38,9.96,Critical,10.76,32.98,Critical
14361,10.85,15.72,Critical,15.8,32.98,Critical
15424,15.0,22.34,Critical,21.58,32.98,Critical
15919,63.81,47.2,Healthy,43.33,32.98,Medium
18157,11.14,16.1,Critical,16.12,32.98,Critical
17458,59.87,40.55,Moderate,37.5,32.98,Medium
13724,9.19,12.93,Critical,13.33,32.98,Critical
13398,49.52,23.8,Moderate,22.84,32.98,Medium
13691,56.27,34.63,Moderate,32.31,32.98,Medium
16146,49.53,23.79,Moderate,22.82,32.98,Medium
16362,50.41,25.23,Moderate,24.08,32.98,Medium
17134,49.99,24.6,Moderate,23.52,32.98,Medium
12961,60.69,41.83,Healthy,38.59,32.98,Medium
12470,7.95,11.04,Critical,11.65,32.98,Critical
14843,50.53,25.48,Moderate,24.28,32.98,Medium
12672,10.31,14.82,Critical,14.95,32.98,Critical
15490,51.09,26.66,Moderate,25.3,32.98,Medium
15512,63.24,47.1,Healthy,41.89,35.75,Medium
14992,49.96,24.57,Moderate,23.47,32.98,Medium
16874,60.65,41.79,Healthy,38.54,32.98,Medium
17484,17.79,26.17,Critical,23.57,44.05,Critical
16357,59.83,40.47,Moderate,37.37,32.98,Medium
13056,11.73,16.95,Critical,16.79,32.98,Critical
14003,7.49,10.15,Critical,10.83,32.98,Critical
16487,17.67,26.05,Critical,23.44,39.95,Critical
15112,9.91,14.03,Critical,14.22,32.98,Critical
18127,55.09,32.81,Moderate,30.64,32.98,Medium
17855,62.79,45.41,Healthy,41.66,32.98,Medium
15458,55.25,33.01,Moderate,30.82,32.98,Medium
13290,50.22,24.89,Moderate,23.7,32.98,Medium
15741,21.55,32.97,High Risk,29.48,34.02,Critical
15134,66.42,50.77,Healthy,45.04,48.29,Low
12848,8.24,11.45,Critical,11.93,32.98,Critical
16964,13.13,20.36,Critical,18.43,56.59,Critical
16752,62.84,45.38,Healthy,41.61,32.98,Medium
17989,60.63,41.72,Healthy,38.41,32.98,Medium
15295,8.71,12.16,Critical,12.54,32.98,Critical
17991,10.4,14.94,Critical,14.97,32.98,Critical
17418,58.31,37.92,Moderate,35.07,32.98,Medium
14311,11.16,16.14,Critical,16.0,32.98,Critical
17510,52.67,28.93,Moderate,27.19,32.98,Medium
15914,67.22,52.67,Healthy,46.67,60.22,Low
14278,54.17,31.42,Moderate,29.36,32.98,Medium
16284,56.99,35.86,Moderate,33.24,32.98,Medium
16540,53.48,30.23,Moderate,28.32,32.98,Medium
16402,63.31,46.37,Healthy,42.44,32.98,Medium
16490,50.42,25.33,Moderate,24.02,32.98,Medium
14602,8.63,12.02,Critical,12.37,32.98,Critical
12400,53.47,30.21,Moderate,28.28,32.98,Medium
17571,12.0,17.42,Critical,17.09,32.98,Critical
17266,19.89,30.08,Critical,26.87,34.97,Critical
15158,55.36,33.17,Moderate,30.86,32.98,Medium
17271,7.25,9.8,Critical,10.41,32.98,Critical
16901,7.51,10.24,Critical,10.78,32.98,Critical
13226,56.97,35.81,Moderate,33.15,32.98,Medium
14468,7.3,9.92,Critical,10.5,32.98,Critical
16356,71.24,59.28,Healthy,51.62,47.96,Low
14957,8.9,12.44,Critical,12.69,32.98,Critical
14519,14.8,21.33,Critical,19.18,47.87,Critical
17074,11.3,16.31,Critical,16.07,32.98,Critical
14419,59.41,39.72,Moderate,36.55,32.98,Medium
15459,59.66,39.77,Moderate,35.3,40.04,Medium
15558,8.98,12.62,Critical,12.83,32.98,Critical
12416,8.58,11.95,Critical,12.24,32.98,Critical
14892,7.84,10.77,Critical,11.2,32.98,Critical
17980,56.95,35.76,Moderate,33.06,32.98,Medium
13556,58.06,37.02,Moderate,32.87,47.91,Medium
14330,9.44,13.33,Critical,13.44,32.98,Critical
13944,8.65,12.06,Critical,12.32,32.98,Critical
16433,54.34,31.61,Moderate,29.42,32.98,Medium
17245,7.85,10.78,Critical,11.19,32.98,Critical
18255,15.18,22.68,Critical,21.6,32.98,Critical
14521,13.63,20.1,Critical,19.34,32.98,Critical
15001,63.24,45.56,Healthy,40.32,56.59,Medium
13079,52.97,29.37,Moderate,27.44,32.98,Medium
17647,14.21,21.78,Critical,19.5,60.22,Critical
15020,60.47,41.53,Healthy,38.07,32.98,Medium
17184,17.64,26.18,Critical,23.34,33.97,Critical
17254,55.22,33.05,Moderate,30.64,32.98,Medium
17778,8.41,11.74,Critical,12.0,32.98,Critical
17112,13.16,19.34,Critical,18.64,32.98,Critical
12927,56.62,35.19,Moderate,32.5,32.98,Medium
16937,13.3,19.6,Critical,18.86,32.98,Critical
13757,8.11,11.26,Critical,11.55,32.98,Critical
14727,17.53,27.41,Critical,24.39,56.59,Critical
13669,54.47,31.79,Moderate,29.51,32.98,Medium
14405,58.57,38.14,Moderate,35.07,32.98,Medium
17065,14.61,22.89,Critical,20.42,50.22,Critical
15709,10.38,14.88,Critical,14.7,32.98,Critical
16299,13.99,20.79,Critical,19.87,32.98,Critical
18110,53.68,30.6,Moderate,28.45,32.98,Medium
15437,8.9,12.44,Critical,12.56,32.98,Critical
13962,50.4,25.34,Moderate,23.84,32.98,Medium
14975,52.31,28.33,Moderate,26.46,32.98,Medium
18028,10.45,15.03,Critical,14.81,32.98,Critical
14761,49.53,23.87,Moderate,22.55,32.98,Medium
16695,17.25,26.58,Critical,23.61,56.59,Critical
14279,19.04,28.77,Critical,25.53,34.02,Critical
15115,7.22,9.8,Critical,10.22,32.98,Critical
18056,9.51,13.46,Critical,13.42,32.98,Critical
15954,10.34,14.82,Critical,14.61,32.98,Critical
14728,53.48,30.25,Moderate,28.1,32.98,Medium
15688,52.74,28.95,Moderate,26.96,32.98,Medium
18020,11.85,17.12,Critical,16.6,32.98,Critical
14617,61.77,43.0,Healthy,37.95,47.46,Medium
14670,7.2,9.77,Critical,10.17,32.98,Critical
13766,13.37,19.62,Critical,18.78,32.98,Critical
14446,58.37,38.04,Moderate,34.9,32.98,Medium
17257,56.2,35.38,Moderate,31.27,56.59,Medium
18046,8.59,11.97,Critical,12.07,32.98,Critical
17022,50.59,25.69,Moderate,24.08,32.98,Medium
16277,7.16,9.66,Critical,10.05,32.98,Critical
17283,60.75,42.0,Healthy,38.34,32.98,Medium
16051,7.92,10.88,Critical,11.1,32.98,Critical
13063,13.83,20.42,Critical,19.44,32.98,Critical
13792,52.1,27.96,Moderate,26.04,32.98,Medium
15072,13.86,20.47,Critical,19.49,32.98,Critical
13852,9.64,13.67,Critical,13.53,32.98,Critical
17772,57.03,35.91,Moderate,32.98,32.98,Medium
13387,52.82,29.16,Moderate,27.07,32.98,Medium
18156,63.05,46.03,Healthy,41.83,32.98,Medium
16267,10.22,14.55,Critical,14.29,32.98,Critical
18063,63.54,46.61,Healthy,41.04,32.37,Medium
15986,59.57,40.0,Moderate,36.54,32.98,Medium
17215,14.57,21.63,Critical,20.46,32.98,Critical
16388,8.47,11.8,Critical,11.86,32.98,Critical
14879,7.76,10.64,Critical,10.84,32.98,Critical
14677,10.09,14.42,Critical,14.15,32.98,Critical
17803,56.98,35.86,Moderate,32.9,32.98,Medium
18161,60.28,41.28,Healthy,37.64,32.98,Medium
14819,19.58,29.9,Critical,26.39,32.64,Critical
14119,67.41,53.3,Healthy,46.85,31.9,Low
14983,7.64,10.49,Critical,10.69,32.98,Critical
14436,11.28,16.36,Critical,15.82,32.98,Critical
17516,60.7,41.9,Healthy,38.16,32.98,Medium
16819,21.54,31.83,High Risk,28.05,60.22,Critical
14941,10.5,15.1,Critical,14.7,32.98,Critical
17248,13.7,20.25,Critical,19.2,32.98,Critical
12934,7.02,9.4,Critical,9.71,32.98,Critical
12789,19.12,28.94,Critical,25.51,26.99,Critical
16822,7.66,10.53,Critical,10.69,32.98,Critical
15359,25.3,39.83,High Risk,32.77,80.11,High
13282,54.34,31.75,Moderate,29.25,32.98,Medium
14858,12.89,18.92,Critical,18.02,32.98,Critical
18119,63.78,47.17,Healthy,42.73,32.98,Medium
17820,61.74,43.53,Healthy,39.54,32.98,Medium
16090,9.14,12.89,Critical,12.73,32.98,Critical
14799,6.94,9.28,Critical,9.57,32.98,Critical
17035,16.78,24.77,Critical,21.82,38.34,Critical
18234,11.29,16.36,Critical,15.76,32.98,Critical
15042,9.94,14.19,Critical,13.85,32.98,Critical
14945,53.36,30.01,Moderate,27.69,32.98,Medium
16640,55.58,33.61,Moderate,30.83,32.98,Medium
15209,7.18,9.7,Critical,9.91,32.98,Critical
14812,9.81,13.96,Critical,13.63,32.98,Critical
16691,58.97,39.04,Moderate,34.28,34.84,Medium
17170,68.54,53.81,Healthy,47.2,51.0,Low
16469,12.57,18.38,Critical,17.49,32.98,Critical
16448,14.15,21.01,Critical,19.79,32.98,Critical
17798,10.37,14.86,Critical,14.4,32.98,Critical
17483,53.16,29.69,Moderate,27.37,32.98,Medium
16285,8.51,11.87,Critical,11.77,32.98,Critical
17036,58.85,38.75,Moderate,35.3,32.98,Medium
17587,8.93,12.54,Critical,12.35,32.98,Critical
13746,53.31,29.95,Moderate,27.59,32.98,Medium
18054,56.89,35.69,Moderate,32.6,32.98,Medium
16315,11.92,17.23,Critical,16.45,32.98,Critical
18175,7.86,10.83,Critical,10.84,32.98,Critical
13508,8.55,11.97,Critical,11.83,32.98,Critical
17840,49.42,23.69,Moderate,22.08,32.98,Medium
18018,62.11,43.6,Healthy,38.21,46.77,Medium
12547,13.05,19.1,Critical,18.06,32.98,Critical
14486,19.19,28.88,Critical,25.32,38.3,Critical
18166,9.12,12.85,Critical,12.58,32.98,Critical
13007,10.39,14.86,Critical,14.33,32.98,Critical
16559,55.47,33.5,Moderate,30.64,32.98,Medium
17108,8.1,11.2,Critical,11.13,32.98,Critical
13565,53.43,30.19,Moderate,27.74,32.98,Medium
16780,54.15,31.36,Moderate,28.76,32.98,Medium
15684,21.34,33.07,High Risk,28.19,43.63,Critical
14674,12.66,18.57,Critical,17.56,32.98,Critical
12441,64.12,47.73,Healthy,43.07,32.98,Medium
16741,8.98,12.65,Critical,12.37,32.98,Critical
16599,58.37,38.14,Moderate,34.68,32.98,Medium
13671,56.22,34.71,Moderate,31.66,32.98,Medium
15515,57.87,37.24,Moderate,33.87,32.98,Medium
17983,55.95,34.22,Moderate,31.23,32.98,Medium
17575,7.99,11.03,Critical,10.94,32.98,Critical
15869,8.9,12.53,Critical,12.24,32.98,Critical
17789,8.11,11.23,Critical,11.1,32.98,Critical
16312,50.41,25.32,Moderate,23.42,32.98,Medium
17384,14.28,21.15,Critical,19.78,32.98,Critical
16673,7.7,10.58,Critical,10.52,32.98,Critical
15445,10.04,14.32,Critical,13.79,32.98,Critical
15403,19.66,29.87,Critical,26.1,32.43,Critical
14811,57.83,37.19,Moderate,33.79,32.98,Medium
17922,11.45,16.68,Critical,15.84,32.98,Critical
16731,8.36,11.61,Critical,11.4,32.98,Critical
17542,14.4,22.23,Critical,19.4,56.59,Critical
13747,68.7,54.27,Healthy,47.43,47.11,Low
16002,8.93,12.56,Critical,12.22,32.98,Critical
15647,52.9,29.26,Moderate,26.83,32.98,Medium
15065,53.56,30.36,Moderate,27.79,32.98,Medium
12768,48.75,22.62,Moderate,21.01,32.98,Medium
17392,48.74,22.61,Moderate,21.0,32.98,Medium
18269,64.19,47.62,Healthy,42.88,32.98,Medium
14131,8.34,11.57,Critical,11.33,32.98,Critical
17559,12.51,18.28,Critical,17.2,32.98,Critical
17586,9.11,12.87,Critical,12.46,32.98,Critical
13609,9.82,13.97,Critical,13.42,32.98,Critical
14954,7.32,9.94,Critical,9.89,32.98,Critical
15166,14.23,21.06,Critical,19.61,32.98,Critical
17875,7.41,10.16,Critical,10.07,32.98,Critical
13547,53.96,30.95,Moderate,28.26,32.98,Medium
15135,11.01,15.83,Critical,15.03,32.98,Critical
18107,49.41,23.65,Moderate,21.87,32.98,Medium
13903,54.99,32.75,Moderate,29.82,32.98,Medium
16663,7.0,9.47,Critical,9.44,32.98,Critical
16990,51.71,27.48,Moderate,25.2,32.98,Medium
18017,50.49,25.44,Moderate,23.42,32.98,Medium
13191,8.08,11.19,Critical,10.94,32.98,Critical
13754,49.73,24.25,Moderate,22.36,32.98,Medium
17417,11.23,16.27,Critical,15.38,32.98,Critical
